frame_idx,timestamp,day_float,count,diam_mean_mm,diam_std_mm,vel_mean_mm_s,count_smooth
173,2025-05-14 20:00:00,7.208333333333333,129,2.008792322281704,0.8059674398555786,0.0003780831916718494,50.8
174,2025-05-14 21:00:00,7.25,30,1.9092407251095302,0.84528079282982,0.002761132538742828,52.2
175,2025-05-14 22:00:00,7.291666666666667,32,2.0800675268298567,0.7222445767943411,0.003074660871693481,67.6
176,2025-05-14 23:00:00,7.333333333333333,38,1.9832833017065754,0.8223625319261184,0.0007059404828032532,48.8
177,2025-05-15 00:00:00,7.375,109,2.1008101228293565,0.8200033938883681,0.0004096607010775324,54.8
178,2025-05-15 01:00:00,7.416666666666667,35,1.8259806032626487,0.7539502833949148,0.0032046994872818534,69.4
179,2025-05-15 02:00:00,7.458333333333333,60,2.0057076249045385,0.7234905832259675,0.00035659253888305795,81.2
180,2025-05-15 03:00:00,7.5,105,2.099303486015171,0.8280513576698384,0.0005654629280011682,73.6
181,2025-05-15 04:00:00,7.541666666666667,97,1.8497776661723158,0.7586740923920262,0.0005382491667452098,89.8
182,2025-05-15 05:00:00,7.583333333333333,71,1.9768921014329073,0.7878600899310158,0.0007125375202584577,96.4
183,2025-05-15 06:00:00,7.625,116,1.8929550056757471,0.8023991041100793,0.00034575743256819305,103.6
184,2025-05-15 07:00:00,7.666666666666667,93,2.2081065907378816,0.8559452956657405,0.0011282933759436402,97.2
185,2025-05-15 08:00:00,7.708333333333333,141,2.0259759362976384,0.8344669412951389,0.0004601938334290067,92.6
186,2025-05-15 09:00:00,7.75,65,2.055487018709013,0.8955046583813665,0.0008121767271099196,82.2
187,2025-05-15 10:00:00,7.791666666666667,48,2.067506732585715,0.7425076358659826,0.0007223722266232137,83.0
188,2025-05-15 11:00:00,7.833333333333333,64,1.9180332810804295,0.8026170607461774,0.0009494907398140713,72.0
189,2025-05-15 12:00:00,7.875,97,1.8870715707322412,0.8128816562240696,0.0006480433278679373,76.2
190,2025-05-15 13:00:00,7.916666666666667,86,1.9040995628142534,0.7662024061811773,0.0006828128074946857,99.8
191,2025-05-15 14:00:00,7.958333333333333,86,2.0204767820436964,0.8452735568699966,0.0005239477063621119,130.4
192,2025-05-15 15:00:00,8.0,166,1.971469623822675,0.7951238037683581,0.000374932770219051,128.4
193,2025-05-15 16:00:00,8.041666666666666,217,1.9721257337124587,0.7907484084226556,0.00031256131951504674,118.0
194,2025-05-15 17:00:00,8.083333333333334,87,2.0014109670113696,0.7904998066266496,0.0018290357140367966,107.4
195,2025-05-15 18:00:00,8.125,34,1.642065242834141,0.6649903178064188,0.0013448265491314891,82.4
196,2025-05-15 19:00:00,8.166666666666666,33,1.8379867650336725,0.6930374239625694,0.0006519657132089553,57.8
197,2025-05-15 20:00:00,8.208333333333334,41,1.8028722431201158,0.7918183347789479,0.0009615714281071667,47.6
198,2025-05-15 21:00:00,8.25,94,1.9626909133824733,0.8014849297541263,0.0014444159741735566,52.0
199,2025-05-15 22:00:00,8.291666666666666,36,2.0666693463027714,0.7732372520523787,0.0023790453963618966,59.4
200,2025-05-15 23:00:00,8.333333333333334,56,1.9960896453118815,0.7840981551361794,0.00038552040713294187,66.0
201,2025-05-16 00:00:00,8.375,70,2.0602573599076672,0.7590183600063303,0.002508463390877146,71.0
202,2025-05-16 01:00:00,8.416666666666666,74,1.961928164749822,0.7959944424902138,0.0007584385789630499,87.8
203,2025-05-16 02:00:00,8.458333333333334,119,1.9860832310736916,0.7574650118828894,0.0006025993061759035,95.6
204,2025-05-16 03:00:00,8.5,120,2.081072390369388,0.8012985001856792,0.0007152418124044277,92.0
205,2025-05-16 04:00:00,8.541666666666666,95,2.094347166602144,0.7503063275879923,0.0005523603549515967,92.2
206,2025-05-16 05:00:00,8.583333333333334,52,1.8133922028773113,0.6738595529654122,0.0037903918763159813,91.6
207,2025-05-16 06:00:00,8.625,75,2.0290204590216647,0.8014045720066989,0.0005137612703131239,126.8
208,2025-05-16 07:00:00,8.666666666666666,116,1.9813136962207434,0.7682423457788519,0.0009179547645747835,155.0
209,2025-05-16 08:00:00,8.708333333333334,296,2.0144798120199066,0.7813903958755424,0.0004349622089350972,171.2
210,2025-05-16 09:00:00,8.75,236,2.0601405718933883,0.7658747755595261,0.0004382851073379046,192.8
211,2025-05-16 10:00:00,8.791666666666666,133,1.983736623604109,0.7802764232129373,0.0007164845588002948,194.6
212,2025-05-16 11:00:00,8.833333333333334,183,2.0848447469358256,0.8385439770107971,0.0003905679837862549,174.4
213,2025-05-16 12:00:00,8.875,125,1.9891474737730617,0.7552230874626228,0.0009134097465286937,138.6
214,2025-05-16 13:00:00,8.916666666666666,195,2.049921620643917,0.8065454720153297,0.00046013738755777635,127.2
215,2025-05-16 14:00:00,8.958333333333334,57,1.8722194368110079,0.7844377962319876,0.0010336368098572365,113.2
216,2025-05-16 15:00:00,9.0,76,2.0562681272093775,0.7979202010659036,0.0004491366866148107,100.4
217,2025-05-16 16:00:00,9.041666666666666,113,2.058458514431086,0.795945179231674,0.00038160335051586286,75.2
218,2025-05-16 17:00:00,9.083333333333334,61,1.9767807335042595,0.7353571189176814,0.001257726558661562,77.0
219,2025-05-16 18:00:00,9.125,69,1.9206000520781457,0.7165710646829158,0.0008625623243615649,72.0
220,2025-05-16 19:00:00,9.166666666666666,66,1.876354281997596,0.7274885338428129,0.0014254377262125834,78.4
221,2025-05-16 20:00:00,9.208333333333334,51,1.8087543711563974,0.7937785947237228,0.0009055225908375178,89.6
222,2025-05-16 21:00:00,9.25,145,2.123103406695302,0.7953725379887111,0.0002604595733235508,88.4
223,2025-05-16 22:00:00,9.291666666666666,117,1.9437668056985555,0.7665651194560454,0.0008817541074874238,105.4
224,2025-05-16 23:00:00,9.333333333333334,63,1.9695325374814106,0.8015907100820611,0.001168001903345881,109.4
225,2025-05-17 00:00:00,9.375,151,1.8965967467975469,0.7511795579826492,0.000287433034397303,96.0
226,2025-05-17 01:00:00,9.416666666666666,71,1.920846191340737,0.8420993375357362,0.0009834359640241049,89.8
227,2025-05-17 02:00:00,9.458333333333334,78,1.9819000887371807,0.8571446921793084,0.0005221807931686656,90.4
228,2025-05-17 03:00:00,9.5,86,1.9195230497000837,0.7914068754713636,0.00046157760871137494,75.4
229,2025-05-17 04:00:00,9.541666666666666,66,1.8964515527882222,0.7813430502854066,0.0009677307187585573,76.8
230,2025-05-17 05:00:00,9.583333333333334,76,2.0530948739266472,0.8255156053621625,0.0009752479715958834,81.0
231,2025-05-17 06:00:00,9.625,78,2.083932386597285,0.8427365495458213,0.000701879932011031,99.0
232,2025-05-17 07:00:00,9.666666666666666,99,2.0219072431781946,0.7759691861310091,0.0003571211071727639,110.2
233,2025-05-17 08:00:00,9.708333333333334,176,2.042385144097432,0.7602678061742478,0.00025862410819303206,108.6
234,2025-05-17 09:00:00,9.75,122,1.9678852202034898,0.757347628657145,0.0005707281255499557,109.6
235,2025-05-17 10:00:00,9.791666666666666,68,2.0144558486604582,0.7699095506341417,0.0008375113884804072,106.0
236,2025-05-17 11:00:00,9.833333333333334,83,2.1908446519709615,0.8013534449471266,0.000844556887836565,82.4
237,2025-05-17 12:00:00,9.875,81,2.023125259589748,0.8678877629434006,0.0009946978383498116,79.0
238,2025-05-17 13:00:00,9.916666666666666,58,1.8524139594256892,0.8910981819895709,0.0024090172539855364,78.0
239,2025-05-17 14:00:00,9.958333333333334,105,1.8535425746326506,0.7110018180680268,0.00039205067953486,77.2
240,2025-05-17 15:00:00,10.0,63,1.933166047479324,0.8251338317667617,0.0010309891134428755,70.6
241,2025-05-17 16:00:00,10.041666666666666,79,2.0453424956536472,0.825553008270344,0.0004666910608108817,78.2
242,2025-05-17 17:00:00,10.083333333333334,48,2.0298243498532904,0.802256266578724,0.0014310391960141266,71.6
243,2025-05-17 18:00:00,10.125,96,2.0448973029462603,0.7297378247410283,0.00022043970665354453,72.6
244,2025-05-17 19:00:00,10.166666666666666,72,1.7434382410868605,0.7642084664833405,0.0006848619095809671,94.0
245,2025-05-17 20:00:00,10.208333333333334,68,1.8247139685489535,0.8336097489740077,0.0015594407848987803,109.0
246,2025-05-17 21:00:00,10.25,186,2.085578068820835,0.8299233248483366,0.0003210350168540221,103.8
247,2025-05-17 22:00:00,10.291666666666666,123,2.013648497753518,0.8086707941746226,0.0006625049128033623,100.0
248,2025-05-17 23:00:00,10.333333333333334,70,1.9086665173726551,0.7435987975513234,0.0010091986605936546,102.0
249,2025-05-18 00:00:00,10.375,53,1.895210554934942,0.7588068494380712,0.0010917265757255715,81.2
250,2025-05-18 01:00:00,10.416666666666666,78,1.9571649862256402,0.7334620039742765,0.0003395810514082374,99.6
251,2025-05-18 02:00:00,10.458333333333334,82,1.7543446868207981,0.7898564039702951,0.0006798660082550141,121.0
252,2025-05-18 03:00:00,10.5,215,2.0785251781412737,0.7932772763745625,0.0004784979946414672,132.4
253,2025-05-18 04:00:00,10.541666666666666,177,1.9613573764818335,0.7876760434528569,0.0005834597700959397,131.4
254,2025-05-18 05:00:00,10.583333333333334,110,1.8416408142683316,0.842346722800727,0.002304182456689567,126.8
255,2025-05-18 06:00:00,10.625,73,1.7905842359210364,0.7089490140130149,0.0006456035727569367,105.4
256,2025-05-18 07:00:00,10.666666666666666,59,1.7147400196612625,0.7303054854778186,0.0007918373177810806,93.0
257,2025-05-18 08:00:00,10.708333333333334,108,1.898075574670293,0.7432133359583758,0.0008962353128517565,91.0
258,2025-05-18 09:00:00,10.75,115,1.8779588862267291,0.8428202998033875,0.00029762625942618507,96.8
259,2025-05-18 10:00:00,10.791666666666666,100,1.8485469673218378,0.8025934102007355,0.0008056479592896019,110.4
260,2025-05-18 11:00:00,10.833333333333334,102,1.9529818438891295,0.7816607512768807,0.0007016448525134036,109.2
261,2025-05-18 12:00:00,10.875,127,1.9435801563029633,0.8261413368697891,0.00047578325003896183,103.6
262,2025-05-18 13:00:00,10.916666666666666,102,1.9931763854703832,0.7958780533357421,0.0032080811238312324,104.0
263,2025-05-18 14:00:00,10.958333333333334,87,1.8988455850454131,0.7722674172727378,0.0005883162661942689,103.0
264,2025-05-18 15:00:00,11.0,102,1.850131105137099,0.7449547672990549,0.0005080782671725096,94.4
265,2025-05-18 16:00:00,11.041666666666666,97,1.984035722588048,0.8121398872221696,0.0005480654141936804,89.6
266,2025-05-18 17:00:00,11.083333333333334,84,1.887707934976716,0.7529281843947395,0.000678683430683201,100.8
267,2025-05-18 18:00:00,11.125,78,1.7252734001799483,0.7210001295924746,0.0009412955112104694,101.8
268,2025-05-18 19:00:00,11.166666666666666,143,1.9790892816335968,0.8253044699390859,0.00024096187065573562,98.6
269,2025-05-18 20:00:00,11.208333333333334,107,1.9665273381108495,0.8442320595287152,0.000558094230568579,114.4
270,2025-05-18 21:00:00,11.25,81,1.8757452737918199,0.746700686956484,0.0018998347117416099,112.6
271,2025-05-18 22:00:00,11.291666666666666,163,1.9404346484839383,0.8040669820863279,0.00047511243699839567,108.4
272,2025-05-18 23:00:00,11.333333333333334,69,1.9048717531985244,0.8378407859513521,0.0017025077023111272,125.0
273,2025-05-19 00:00:00,11.375,122,2.010386005973831,0.7648915429889226,0.00033182356284061615,138.6
274,2025-05-19 01:00:00,11.416666666666666,190,1.8227166856004116,0.7794833000331314,0.0003773349340001658,129.2
275,2025-05-19 02:00:00,11.458333333333334,149,1.947142289486484,0.8040443459580583,0.0007773874724938032,160.6
276,2025-05-19 03:00:00,11.5,116,1.9085477157719224,0.8238356728904987,0.0005492573262547186,180.8
277,2025-05-19 04:00:00,11.541666666666666,226,1.8978582000599722,0.742443892220748,0.0004057324360387696,171.8
278,2025-05-19 05:00:00,11.583333333333334,223,2.0958839888197893,0.8331848993750588,0.00029995570614164046,171.4
279,2025-05-19 06:00:00,11.625,145,2.023310062079777,0.8076550482544301,0.0012478331411051183,187.0
280,2025-05-19 07:00:00,11.666666666666666,147,2.118826549068922,0.8115243634106737,0.00036019412388433594,191.0
281,2025-05-19 08:00:00,11.708333333333334,194,2.015735541463985,0.7812509274397088,0.0007411824061275177,198.8
282,2025-05-19 09:00:00,11.75,246,1.9406120746363622,0.8121392367954968,0.0002594590300719556,205.2
283,2025-05-19 10:00:00,11.791666666666666,262,2.04900113495885,0.8076631158681424,0.00036267886740714455,195.2
284,2025-05-19 11:00:00,11.833333333333334,177,2.0921599524750643,0.8345563053966816,0.00048050257747337375,176.8
285,2025-05-19 12:00:00,11.875,97,1.9728475512200703,0.7650292040311895,0.0008325533651220684,160.4
286,2025-05-19 13:00:00,11.916666666666666,102,2.0475572358450194,0.8146909755657172,0.0005081716673435146,132.0
287,2025-05-19 14:00:00,11.958333333333334,164,1.8661051195101368,0.7460004678835701,0.0002464330382275099,137.0
288,2025-05-19 15:00:00,12.0,120,1.9675228104023477,0.6947932005047865,0.000679764837504334,148.8
289,2025-05-19 16:00:00,12.041666666666666,202,2.072008720225695,0.7805598211555008,0.0002539393005782131,151.2
290,2025-05-19 17:00:00,12.083333333333334,156,2.0978458817600267,0.828558152107188,0.00047526998680593043,149.4
291,2025-05-19 18:00:00,12.125,114,1.9473197645022966,0.8002171909576886,0.0005375168396524231,168.8
292,2025-05-19 19:00:00,12.166666666666666,155,2.0024661296157276,0.781410794042466,0.0004203224679086779,168.4
293,2025-05-19 20:00:00,12.208333333333334,217,2.015469156431414,0.8002919930850785,0.00027931008464764713,179.4
294,2025-05-19 21:00:00,12.25,200,2.0083202701073195,0.8336504659872437,0.0003647549755642241,196.0
295,2025-05-19 22:00:00,12.291666666666666,211,1.9790573103679634,0.7831065072621982,0.0004090764993760262,188.8
296,2025-05-19 23:00:00,12.333333333333334,197,2.024825536306383,0.7582928618698255,0.0003634137179442599,176.2
297,2025-05-20 00:00:00,12.375,119,2.045868389560093,0.8003091688472208,0.0012742085701748648,166.8
298,2025-05-20 01:00:00,12.416666666666666,154,1.9473472385566923,0.8136459263681664,0.0002767378516863868,154.8
299,2025-05-20 02:00:00,12.458333333333334,153,2.0073626942637666,0.8051277050758734,0.0009737966959763411,155.4
300,2025-05-20 03:00:00,12.5,151,1.9580864097463517,0.7651222570400281,0.0002239385993213367,164.4
301,2025-05-20 04:00:00,12.541666666666666,200,1.958880983962378,0.8110086978608501,0.0002543551748715517,157.8
302,2025-05-20 05:00:00,12.583333333333334,164,1.9749244881813346,0.8286379367783755,0.0005758828506477849,168.4
303,2025-05-20 06:00:00,12.625,121,1.9452829380150343,0.8354195370531068,0.0011685883149419208,163.0
304,2025-05-20 07:00:00,12.666666666666666,206,2.0458241188322357,0.8070983337280297,0.0003407315178829992,154.4
305,2025-05-20 08:00:00,12.708333333333334,124,2.079095078243214,0.8287156418435835,0.000743633987399849,162.2
306,2025-05-20 09:00:00,12.75,157,2.011519192381573,0.8040232316423682,0.0004149613248563444,167.2
307,2025-05-20 10:00:00,12.791666666666666,203,2.0035889963581375,0.7683469992056023,0.0004354280920693372,149.8
308,2025-05-20 11:00:00,12.833333333333334,146,2.059006688261597,0.8293361146635293,0.000663583947532509,148.2
309,2025-05-20 12:00:00,12.875,119,1.9404843813806723,0.748241169006333,0.0005999059705263952,140.0
310,2025-05-20 13:00:00,12.916666666666666,116,1.9397331359642744,0.7770587961144116,0.0005973716627489936,127.6
311,2025-05-20 14:00:00,12.958333333333334,116,2.046803078624682,0.7646832063809532,0.0005020809543643352,131.0
312,2025-05-20 15:00:00,13.0,141,1.8703289880468275,0.7418855325195608,0.0002507682563530736,134.4
313,2025-05-20 16:00:00,13.041666666666666,163,1.9596688462958267,0.829463708652894,0.00032580476735818325,146.6
314,2025-05-20 17:00:00,13.083333333333334,136,2.0330753789517737,0.8000180263828394,0.0005699848461051125,151.8
315,2025-05-20 18:00:00,13.125,177,1.9654449569816215,0.8034034073092575,0.00039233903214118453,147.0
316,2025-05-20 19:00:00,13.166666666666666,142,2.041429816084497,0.7888589354059562,0.0007338199602442872,150.8
317,2025-05-20 20:00:00,13.208333333333334,117,1.995298269264265,0.7977603167137857,0.0003005443237054762,152.6
318,2025-05-20 21:00:00,13.25,182,1.9346383750097726,0.7910050025747287,0.0004239847696899891,149.0
319,2025-05-20 22:00:00,13.291666666666666,145,1.9393173303617095,0.7637550992434134,0.001029802114908191,162.4
320,2025-05-20 23:00:00,13.333333333333334,159,1.9278212207461476,0.8022572075326527,0.00044787264487180985,177.0
321,2025-05-21 00:00:00,13.375,209,1.9962647924086552,0.8216408438159922,0.0003264350040438308,164.2
322,2025-05-21 01:00:00,13.416666666666666,190,1.9978802668071365,0.7619657119779484,0.00047951175018184244,151.6
323,2025-05-21 02:00:00,13.458333333333334,118,1.920140939775633,0.8073986850663736,0.0026794577577371925,136.8
324,2025-05-21 03:00:00,13.5,82,1.9719834241631942,0.7813286821397919,0.0006099706577864266,123.6
325,2025-05-21 04:00:00,13.541666666666666,85,1.9818273384356757,0.7798161167481962,0.0008776911733635817,113.6
326,2025-05-21 05:00:00,13.583333333333334,143,1.873684015249191,0.7753014133040362,0.00033227678494937823,110.4
327,2025-05-21 06:00:00,13.625,140,1.9939363662985994,0.8651595326779139,0.0005606493780182176,117.2
328,2025-05-21 07:00:00,13.666666666666666,102,1.9198804567045678,0.7794046646871355,0.0004712363698955889,126.8
329,2025-05-21 08:00:00,13.708333333333334,116,2.0488821066375054,0.8446043305829872,0.0006418872106367398,114.8
330,2025-05-21 09:00:00,13.75,133,2.041761826488324,0.7921971044984044,0.0009715397134715171,102.8
331,2025-05-21 10:00:00,13.791666666666666,83,1.9787336976024203,0.818273971413929,0.000817541131767876,97.4
332,2025-05-21 11:00:00,13.833333333333334,80,1.9459182443024239,0.7959304244012526,0.0009107585627855536,100.6
333,2025-05-21 12:00:00,13.875,75,1.8714578560231518,0.7493952945922238,0.002107462021139104,100.2
334,2025-05-21 13:00:00,13.916666666666666,132,1.9101542374181952,0.7988731732946985,0.0004494672161252567,111.6
335,2025-05-21 14:00:00,13.958333333333334,131,1.9118487678838865,0.7952857818768226,0.00035428517007681334,118.8
336,2025-05-21 15:00:00,14.0,140,1.9146956986098433,0.8535641465227426,0.00043616636687603886,133.2
337,2025-05-21 16:00:00,14.041666666666666,116,1.9958668923105072,0.8500555474553502,0.0014288612297349492,149.0
338,2025-05-21 17:00:00,14.083333333333334,147,2.0441795432751664,0.7963083414404445,0.00046310954329160193,160.4
339,2025-05-21 18:00:00,14.125,211,1.9704850147700652,0.8288621327825707,0.0004199857532348785,159.2
340,2025-05-21 19:00:00,14.166666666666666,188,2.012078887346673,0.8154932202285942,0.0006208757246811375,153.2
341,2025-05-21 20:00:00,14.208333333333334,134,2.0607201542030595,0.8175012141633988,0.0008736687727241379,143.2
342,2025-05-21 21:00:00,14.25,86,1.8199714525279094,0.7829038664043548,0.002553956562102851,126.25
343,2025-05-21 22:00:00,14.291666666666666,97,2.090944915659835,0.7469257285538116,0.0003513600206081819,105.66666666666667
